living_space,price_per_unit,bathroom_number,property_type,furnished,state,built_year,latitude,land_space,premium,bedroom_number,price,address,longitude,tenure,district,price_usd,price_per_unit_usd
120.0,18750,2,Detached House,Fully Furnished,Phuket,,7.9076318,144.0,0,3,2700000,"Choeng Thale, Thalang, Phuket",98.385532,,Choeng Thale,79412.0,551.0
1196.0,75000,6,Detached House,Fully Furnished,Phuket,,7.9076318,799.9999999999999,0,6,60000000,"Choeng Thale, Thalang, Phuket",98.385532,,Choeng Thale,1764706.0,2206.0
300.0,58823,5,Detached House,Fully Furnished,Phuket,,7.9076318,340.0,0,5,20000000,"Choeng Thale, Thalang, Phuket",98.385532,,Choeng Thale,588235.0,1730.0
272.0,63968,3,Detached House,,Phuket,,7.8077767,383.0,0,3,24500000,"Rawai, Muang Phuket, Phuket",98.3372239,,Rawai,720588.0,1881.0
672.0,52083,7,Detached House,,Phuket,,7.98978,1344.0,0,6,70000000,"Pa Khlok, Thalang, Phuket",98.4204157,,Pa Khlok,2058824.0,1532.0
266.0,59077,2,Detached House,,Phuket,,8.0168829,368.0,0,3,21740400,"Choeng Thale, Thalang, Phuket",98.306194,,Choeng Thale,639424.0,1738.0
396.0,54376,4,Detached House,,Phuket,,7.9497593,377.0,0,3,20500000,"Kammala, Kathu, Phuket",98.2846511,,Kammala,602941.0,1599.0
447.0,14724,4,Detached House,Partially Furnished,Phuket,,7.9014375,944.0,0,6,13900000,"ถนนบางทอง, Kathu, Kathu, Phuket",98.3302031,Freehold,Kathu,408824.0,433.0
165.0,106060,3,Condo,Partially Furnished,Phuket,2012.0,7.8826646,,0,3,17500000,"นาใน นาใน, Patong, Kathu, Phuket",98.3007716,,Patong,514706.0,3119.0
728.0,45000,5,Detached House,,Phuket,,7.9497593,4000.0,0,5,180000000,"Kammala, Kathu, Phuket",98.2846511,,Kammala,5294118.0,1324.0
591.0,37991,6,Detached House,,Phuket,,8.001777,1474.0,0,5,56000000,"Choeng Thale, Thalang, Phuket",98.294076,,Choeng Thale,1647059.0,1117.0
1100.0,27058,4,Detached House,,Phuket,,8.0690709428647,3400.0,0,5,92000000,"Pa Khlok, Thalang, Phuket",98.434444931152,,Pa Khlok,2705882.0,796.0
330.0,44320,4,Detached House,,Phuket,,7.9990257452978,468.0,0,3,20742000,"Choeng Thale, Thalang, Phuket",98.30865753103,,Choeng Thale,610059.0,1304.0
421.0,47124,4,Detached House,,Phuket,,7.9900488,1443.0,0,4,68000000,"Pa Khlok, Thalang, Phuket",98.4168364,,Pa Khlok,2000000.0,1386.0
206.0,102285,2,Detached House,,Phuket,,7.7760108588458,175.0,0,2,17900000,"Rawai, Muang Phuket, Phuket",98.326692581177,,Rawai,526471.0,3008.0
888.0000000000001,67786,5,Detached House,,Phuket,,7.9497593,1607.9999999999998,0,5,109000000,"Kammala, Kathu, Phuket",98.2846511,,Kammala,3205882.0,1994.0
400.0,66533,4,Detached House,,Phuket,,7.8206945,750.0,0,4,49900000,"Karon, Muang Phuket, Phuket",98.2976473,,Karon,1467647.0,1957.0
70.0,104285,1,Apartment,,Phuket,,7.9362918117916,,0,1,7300000,"Kammala, Kathu, Phuket",98.273543722266,,Kammala,214706.0,3067.0
636.0,65555,6,Detached House,,Phuket,,7.9811755,900.0,0,4,59000000,"Choeng Thale, Thalang, Phuket",98.2777668,,Choeng Thale,1735294.0,1928.0
200.0,85000,2,Apartment,,Phuket,,8.0370488,,0,2,17000000,"Choeng Thale, Thalang, Phuket",98.2839587,,Choeng Thale,500000.0,2500.0
396.0,54376,3,Detached House,,Phuket,,7.9497593,377.0,0,3,20500000,"Kammala, Kathu, Phuket",98.2846511,,Kammala,602941.0,1599.0
380.0,42250,3,Detached House,,Phuket,,8.0370488,400.0,0,3,16900000,"Choeng Thale, Thalang, Phuket",98.2839587,,Choeng Thale,497059.0,1243.0
1225.0,122184,5,Detached House,,Phuket,,8.0605514,1465.0,0,5,179000000,"Sa Khu, Thalang, Phuket",98.2771992,,Sa Khu,5264706.0,3594.0
799.9999999999999,48387,7,Detached House,,Phuket,,8.0365633,1240.0,0,6,60000000,"Choeng Thale, Thalang, Phuket",98.2843123,,Choeng Thale,1764706.0,1423.0
300.0,93333,3,Apartment,,Phuket,,8.0370488,,0,3,28000000,"Choeng Thale, Thalang, Phuket",98.2839587,,Choeng Thale,823529.0,2745.0
209.0,67539,2,Detached House,,Phuket,,8.1033869178377,191.00000000000003,0,2,12900000,"Thep Krasattri, Thalang, Phuket",98.343075637109,,Thep Krasattri,379412.0,1986.0
200.0,49615,4,Detached House,,Phuket,,7.7769888342534,260.0,0,3,12900000,"Rawai, Muang Phuket, Phuket",98.305642604828,,Rawai,379412.0,1459.0
33.0,87575,1,Condo,,Phuket,,7.9025703003815,,0,1,2890000,"Patong, Kathu, Phuket",98.30227753508,,Patong,85000.0,2576.0
245.0,44402,3,Detached House,,Phuket,,7.9801153721604,268.0,0,3,11900000,"Sri Sunthon, Thalang, Phuket",98.36060498558,,Sri Sunthon,350000.0,1306.0
450.0,21428,5,Detached House,,Phuket,,7.8357639365616,770.0,0,4,16500000,"Chalong, Muang Phuket, Phuket",98.347464447883,,Chalong,485294.0,630.0
271.0,29585,4,Detached House,,Phuket,,8.0152804130703,676.0,0,3,20000000,"Choeng Thale, Thalang, Phuket",98.31184387207,,Choeng Thale,588235.0,870.0
138.0,69182,2,Detached House,,Phuket,,7.8981057163429,159.0,0,2,11000000,"Kathu, Kathu, Phuket",98.344839221619,,Kathu,323529.0,2035.0
1200.0,59375,7,Detached House,,Phuket,,7.9244399959019,1599.9999999999998,0,6,95000000,"Patong, Kathu, Phuket",98.275207181124,,Patong,2794118.0,1746.0
400.0,52321,4,Detached House,,Phuket,,7.9598047705513,611.6,0,4,32000000,"Kammala, Kathu, Phuket",98.285819357797,,Kammala,941176.0,1539.0
850.0,31250,7,Detached House,,Phuket,,7.9933016995055,1599.9999999999998,0,6,50000000,"Pa Khlok, Thalang, Phuket",98.4132995482,,Pa Khlok,1470588.0,919.0
215.0,65503,4,Detached House,,Phuket,,7.8238382530451,258.0,0,4,16900000,"Chalong, Muang Phuket, Phuket",98.341100867773,,Chalong,497059.0,1927.0
124.0,87096,2,Townhouse,,Phuket,,7.9926274725576,158.0,0,2,10800000,"Choeng Thale, Thalang, Phuket",98.29202447854,,Choeng Thale,317647.0,2562.0
180.0,23000,3,Detached House,,Phuket,,7.9954181743514,300.0,0,2,6900000,"Choeng Thale, Thalang, Phuket",98.309865348284,,Choeng Thale,202941.0,676.0
874.0,35555,4,Detached House,,Phuket,,8.0083934183244,1800.0,0,5,64000000,"Choeng Thale, Thalang, Phuket",98.293205527164,,Choeng Thale,1882353.0,1046.0
287.0,26578,3,Detached House,,Phuket,,8.0158671442603,950.0,0,3,25250000,"Choeng Thale, Thalang, Phuket",98.313008222606,,Choeng Thale,742647.0,782.0
629.0,50928,5,Detached House,,Phuket,,7.9874335711078,910.0,0,4,46345000,"Choeng Thale, Thalang, Phuket",98.30070256351,,Choeng Thale,1363088.0,1498.0
350.0,12500,3,Detached House,,Phuket,,7.9284923934845,799.9999999999999,0,2,10000000,"Kathu, Kathu, Phuket",98.334259128573,,Kathu,294118.0,368.0
1200.0,59375,7,Detached House,,Phuket,,7.9119602244332,1599.9999999999998,0,6,95000000,"Patong, Kathu, Phuket",98.29723876648,,Patong,2794118.0,1746.0
220.0,81481,3,Detached House,,Phuket,,7.9639097417945,270.0,0,3,22000000,"Sri Sunthon, Thalang, Phuket",98.348817469462,,Sri Sunthon,647059.0,2396.0
165.0,19852,3,Detached House,,Phuket,,7.9861375588974,272.0,0,3,5400000,"Sri Sunthon, Thalang, Phuket",98.368898557781,,Sri Sunthon,158824.0,584.0
229.0,155109,2,Condo,,Phuket,,8.0069125142355,,0,2,35520000,"Choeng Thale, Thalang, Phuket",98.293062845892,,Choeng Thale,1044706.0,4562.0
490.0,29687,5,Detached House,,Phuket,,8.0454953083682,640.0,0,4,19000000,"Pa Khlok, Thalang, Phuket",98.426584463461,,Pa Khlok,558824.0,873.0
30.0,71666,1,Condo,,Phuket,,7.8241210301952,,0,1,2150000,"Chalong, Muang Phuket, Phuket",98.33568039892,,Chalong,63235.0,2108.0
380.0,69114,4,Detached House,,Phuket,,7.9951725539472,463.0,0,3,32000000,"Choeng Thale, Thalang, Phuket",98.300322002609,,Choeng Thale,941176.0,2033.0
300.0,14300,1,Condo,,Phuket,,7.7839124319734,,0,1,4290000,"Rawai, Muang Phuket, Phuket",98.324490865207,,Rawai,126176.0,421.0
1500.0,56250,10,Detached House,,Phuket,,8.1341553949505,1599.9999999999998,0,8,90000000,"Mai Khao, Thalang, Phuket",98.304178637979,,Mai Khao,2647059.0,1654.0
60.0,53166,2,Condo,,Phuket,,7.9066427567514,,0,2,3190000,"Kathu, Kathu, Phuket",98.327376497579,,Kathu,93824.0,1564.0
220.0,48333,3,Detached House,,Phuket,,7.7729323870611,300.0,0,3,14500000,"Rawai, Muang Phuket, Phuket",98.322532881417,,Rawai,426471.0,1422.0
38.0,69736,1,Condo,,Phuket,,7.7750936305003,,0,1,2650000,"Rawai, Muang Phuket, Phuket",98.327669241445,,Rawai,77941.0,2051.0
180.0,38202,4,Detached House,,Phuket,,8.0004440507199,178.0,0,3,6800000,"Choeng Thale, Thalang, Phuket",98.306944526747,,Choeng Thale,200000.0,1124.0
650.0,20769,5,Detached House,,Phuket,,7.8300937200628,650.0,0,5,13500000,"Chalong, Muang Phuket, Phuket",98.340554237366,,Chalong,397059.0,611.0
100.0,168000,2,Condo,,Phuket,,8.0476268609737,,0,3,16800000,"Choeng Thale, Thalang, Phuket",98.278280099363,,Choeng Thale,494118.0,4941.0
1000.0,15000,4,Detached House,,Phuket,,7.7796905781178,1599.9999999999998,0,3,24000000,"Rawai, Muang Phuket, Phuket",98.306612367275,,Rawai,705882.0,441.0
300.0,28444,3,Detached House,,Phuket,,7.7735256257552,450.0,0,3,12800000,"Rawai, Muang Phuket, Phuket",98.321756334882,,Rawai,376471.0,837.0
,121621,,Detached House,,Phuket,,7.90268,37.0,0,,4500000,"3/13 พระบารมี (ทล.4029), Patong, Kathu, Phuket",98.31551,,Patong,132353.0,3577.0
39.0,57692,,Apartment,,Phuket,,7.894511,,0,,2250000,"127/41 (D30) พิศิษฐ์กรณีย์, Patong, Kathu, Phuket",98.307139,,Patong,66176.0,1697.0
,100350,,Detached House,,Phuket,,7.956491,37.1,0,,3723000,"98/21 ห่านฝรั่ง เทพกระษัตรี(ทล.402), Ko Kaeo, Muang Phuket, Phuket",98.372773,,Ko Kaeo,109500.0,2951.0
,19339,,Detached House,,Phuket,,7.86287,190.8,0,,3690000,"79/77 เข้งหงวน-นากก เจ้าฟ้าตะวันตก (ทล.4024), Chalong, Muang Phuket, Phuket",98.33242,,Chalong,108529.0,569.0
,51291,,Detached House,,Phuket,,7.996031,54.2,0,,2780000,"1/156 10 เทพกระษัตรี (ทล.402), Sri Sunthon, Thalang, Phuket",98.347628,,Sri Sunthon,81765.0,1509.0
,27785,,Detached House,,Phuket,,7.919318,147.2,0,,4090000,"85/64 วิชิตสงคราม (ทล.4020), Kathu, Kathu, Phuket",98.338675,,Kathu,120294.0,817.0
,16792,,Detached House,,Phuket,,7.922028,256.0,0,,4299000,"6/177 วิชิตสงคราม (ทล.4020), Kathu, Kathu, Phuket",98.331821,,Kathu,126441.0,494.0
52.0,45961,,Apartment,,Phuket,,7.879802,,0,,2390000,"6/25 สิริราชย์, Patong, Kathu, Phuket",98.292082,,Patong,70294.0,1352.0
,12878,,Detached House,,Phuket,,7.98653,224.4,0,,2890000,"59/127 เทพกระษัตรี (ทล.402), Sri Sunthon, Thalang, Phuket",98.36199,,Sri Sunthon,85000.0,379.0
36.0,44166,,Apartment,,Phuket,,7.89671,,0,,1590000,"146/53 เอกวานิช, Ratsada, Muang Phuket, Phuket",98.375053,,Ratsada,46765.0,1299.0
,57886,,Detached House,,Phuket,,7.991763,67.2,0,,3890000,"3/17 เทพกระษัตรี (ทล.402), Sri Sunthon, Thalang, Phuket",98.350401,,Sri Sunthon,114412.0,1703.0
,49572,,Detached House,,Phuket,,7.98249,58.5,0,,2900000,"1/43 สายท่าเรือ-ป่าคลอก-เมืองใหม่ (ทล.4027), Sri Sunthon, Thalang, Phuket",98.37079,,Sri Sunthon,85294.0,1458.0
,27105,,Detached House,,Phuket,,7.918763,147.2,0,,3990000,"85/69 4 วิชิตสงคราม (ทล.4020), Kathu, Kathu, Phuket",98.338858,,Kathu,117353.0,797.0
,11527,,Detached House,,Phuket,,7.991929,216.0,0,,2490000,"3/218 7 เทพกระษัตรี, Sri Sunthon, Thalang, Phuket",98.347608,,Sri Sunthon,73235.0,339.0
,27105,,Detached House,,Phuket,,7.91895,147.2,0,,3990000,"85/96 5 วิชิตสงคราม (ทล.4020), Kathu, Kathu, Phuket",98.33845,,Kathu,117353.0,797.0
,70359,,Detached House,,Phuket,,7.866711,69.5,0,,4890000,"55/90 เจ้าฟ้าตะวันออก (ทล.4021), Wichit, Muang Phuket, Phuket",98.367767,,Wichit,143824.0,2069.0
,52380,,Detached House,,Phuket,,8.00984,39.9,0,,2090000,"54/170 สายท่าเรือ-ป่าคลอก-เมืองใหม่ (ทล.4027), Pa Khlok, Thalang, Phuket",98.39384,,Pa Khlok,61471.0,1541.0
,13377,,Detached House,,Phuket,,7.959087,204.0,0,,2729000,"35/108 เทพกระษัตรี (ทล.402), Ko Kaeo, Muang Phuket, Phuket",98.37853,,Ko Kaeo,80265.0,393.0
36.0,41388,,Apartment,,Phuket,,7.8972,,0,,1490000,"147/36 เอกวานิช-สามกอง, Ratsada, Muang Phuket, Phuket",98.37578,,Ratsada,43824.0,1217.0
,108423,,Detached House,,Phuket,,7.919128,36.8,0,,3990000,"85/94 5 วิชิตสงคราม (ทล.4020), Kathu, Kathu, Phuket",98.338398,,Kathu,117353.0,3189.0
72.0,47500,,Apartment,,Phuket,,7.897758,,0,,3420000,"วิชิตสงคราม (ทล.4020), Kathu, Kathu, Phuket",98.347522,,Kathu,100588.0,1397.0
,12418,,Detached House,,Phuket,,7.99305,675.6,0,,8390000,"เทพกระษัตรี (ทล.402), Sri Sunthon, Thalang, Phuket",98.350593,,Sri Sunthon,246765.0,365.0
,60810,,Detached House,,Phuket,,7.86651,88.8,0,,5400000,"55/91 เจ้าฟ้าตะวันออก (ทล.4021), Wichit, Muang Phuket, Phuket",98.36773,,Wichit,158824.0,1789.0
200.0,25714,3,Detached House,,Phuket,,7.7731269416568,350.0,0,3,9000000,"Rawai, Muang Phuket, Phuket",98.321482414269,,Rawai,264706.0,756.0
136.0,69852,2,Condo,,Phuket,,8.0034778970545,,0,2,9500000,"Choeng Thale, Thalang, Phuket",98.29803965969,,Choeng Thale,279412.0,2054.0
200.0,25000,3,Detached House,,Phuket,,7.7735488854319,300.0,0,2,7500000,"Rawai, Muang Phuket, Phuket",98.321099641028,,Rawai,220588.0,735.0
29.0,110000,1,Condo,,Phuket,,7.7755269584214,,0,1,3190000,"Rawai, Muang Phuket, Phuket",98.327160839933,,Rawai,93824.0,3235.0
189.0,14893,3,Detached House,,Phuket,,8.0183867284673,376.0,0,3,5600000,"Thep Krasattri, Thalang, Phuket",98.332584252085,,Thep Krasattri,164706.0,438.0
38.0,49857,2,Detached House,,Phuket,,7.9340720787225,70.0,0,3,3490000,"Kathu, Kathu, Phuket",98.322564207795,,Kathu,102647.0,1466.0
250.0,20681,4,Detached House,,Phuket,,7.9228950191288,580.0,0,4,11995000,"Patong, Kathu, Phuket",98.303295148007,,Patong,352794.0,608.0
35.0,109971,1,Condo,,Phuket,,7.7733481948036,,0,1,3849000,"Rawai, Muang Phuket, Phuket",98.321565558,,Rawai,113206.0,3234.0
600.0,12083,6,Detached House,,Phuket,,7.8372642601059,4800.0,0,5,58000000,"Chalong, Muang Phuket, Phuket",98.32259167729,,Chalong,1705882.0,355.0
450.0,19736,5,Detached House,,Phuket,,7.9494503975697,912.0,0,5,18000000,"Ko Kaeo, Muang Phuket, Phuket",98.367481242041,,Ko Kaeo,529412.0,580.0
350.0,11125,5,Detached House,,Phuket,,7.9570190643786,799.9999999999999,0,4,8900000,"Kammala, Kathu, Phuket",98.283731823935,,Kammala,261765.0,327.0
262.0,47564,2,Detached House,,Phuket,,7.8013634354228,262.8,0,2,12500000,"Rawai, Muang Phuket, Phuket",98.320163496306,,Rawai,367647.0,1399.0
97.0,61855,1,Condo,,Phuket,,7.84547508162,,0,1,6000000,"Karon, Muang Phuket, Phuket",98.295883511904,,Karon,176471.0,1819.0
129.0,40512,2,Detached House,,Phuket,,7.7940312839748,195.0,0,2,7900000,"Rawai, Muang Phuket, Phuket",98.322776556015,,Rawai,232353.0,1192.0
298.0,33720,4,Detached House,,Phuket,,7.8403254323884,430.0,0,3,14500000,"Chalong, Muang Phuket, Phuket",98.347286173897,,Chalong,426471.0,992.0
420.0,60000,6,Detached House,,Phuket,,7.9758414309445,500.0,0,4,30000000,"Choeng Thale, Thalang, Phuket",98.283326292379,,Choeng Thale,882353.0,1765.0
540.0,41666,5,Detached House,,Phuket,,7.79989138751,540.0,0,4,22500000,"Rawai, Muang Phuket, Phuket",98.319534864116,,Rawai,661765.0,1225.0
120.0,21843,2,Detached House,,Phuket,,8.0067819979378,320.0,0,2,6990000,"Choeng Thale, Thalang, Phuket",98.313234364447,,Choeng Thale,205588.0,642.0
250.0,23800,3,Detached House,,Phuket,,7.9792620846008,500.0,0,3,11900000,"Sri Sunthon, Thalang, Phuket",98.36140765522,,Sri Sunthon,350000.0,700.0
1599.9999999999998,104691,6,Detached House,,Phuket,,8.060461559931,1428.0,0,5,149500000,"Sa Khu, Thalang, Phuket",98.278215696038,,Sa Khu,4397059.0,3079.0
750.0,15000,5,Detached House,,Phuket,,7.7748993780356,900.0,0,4,13500000,"Rawai, Muang Phuket, Phuket",98.321194875496,,Rawai,397059.0,441.0
300.0,93333,3,Condo,,Phuket,,8.0359746505346,,0,3,28000000,"Choeng Thale, Thalang, Phuket",98.285392884421,,Choeng Thale,823529.0,2745.0
476.0,52783,5,Detached House,,Phuket,,8.0024942144089,1042.0,0,4,55000000,"Choeng Thale, Thalang, Phuket",98.300448245641,,Choeng Thale,1617647.0,1552.0
320.0,42622,3,Detached House,,Phuket,,8.0338821583945,610.0,0,3,26000000,"Choeng Thale, Thalang, Phuket",98.291343184598,,Choeng Thale,764706.0,1254.0
30.0,50000,1,Condo,,Phuket,,7.8334788443828,,0,1,1500000,"Chalong, Muang Phuket, Phuket",98.34394053659,,Chalong,44118.0,1471.0
1225.0,122184,6,Detached House,,Phuket,,8.0601165604457,1465.0,0,5,179000000,"Sa Khu, Thalang, Phuket",98.279270942825,,Sa Khu,5264706.0,3594.0
64.0,77968,2,Condo,,Phuket,,7.7720712063782,,0,2,4990000,"Rawai, Muang Phuket, Phuket",98.319746549486,,Rawai,146765.0,2293.0
1100.0,43125,5,Detached House,,Phuket,,7.8281382260356,1599.9999999999998,0,5,69000000,"Karon, Muang Phuket, Phuket",98.294641387458,,Karon,2029412.0,1268.0
215.0,20647,2,Detached House,,Phuket,,7.841768139886,247.0,0,2,5100000,"Chalong, Muang Phuket, Phuket",98.332089168602,,Chalong,150000.0,607.0
140.0,47709,2,Detached House,,Phuket,,7.7789301880701,262.0,0,2,12500000,"Rawai, Muang Phuket, Phuket",98.305831060949,,Rawai,367647.0,1403.0
1225.0,122184,6,Detached House,,Phuket,,8.059656992884,1465.0,0,5,179000000,"Sa Khu, Thalang, Phuket",98.278593691842,,Sa Khu,5264706.0,3594.0
450.0,28000,3,Detached House,,Phuket,,7.7777347781569,500.0,0,2,14000000,"Rawai, Muang Phuket, Phuket",98.323898748308,,Rawai,411765.0,824.0
350.0,76538,5,Detached House,,Phuket,,7.8853097429918,260.0,0,4,19900000,"Patong, Kathu, Phuket",98.288630956218,,Patong,585294.0,2251.0
1000.0,11187,4,Detached House,,Phuket,,7.7745418449009,1599.9999999999998,0,4,17900000,"Rawai, Muang Phuket, Phuket",98.320910389328,,Rawai,526471.0,329.0
1350.0,16666,5,Detached House,,Phuket,,7.7744200814236,1650.0,0,4,27500000,"Rawai, Muang Phuket, Phuket",98.320117791085,,Rawai,808824.0,490.0
120.0,40909,2,Detached House,,Phuket,,7.773787650828,220.0,0,2,9000000,"Rawai, Muang Phuket, Phuket",98.322610340301,,Rawai,264706.0,1203.0
240.0,29032,2,Detached House,,Phuket,,7.7814262445918,310.0,0,2,9000000,"Rawai, Muang Phuket, Phuket",98.324869361635,,Rawai,264706.0,854.0
350.0,76538,5,Detached House,,Phuket,,7.8829150695135,260.0,0,4,19900000,"Patong, Kathu, Phuket",98.278283509774,,Patong,585294.0,2251.0
235.0,26082,2,Detached House,,Phuket,,7.9993479356849,268.0,0,2,6990000,"Choeng Thale, Thalang, Phuket",98.308868050807,,Choeng Thale,205588.0,767.0
65.0,32307,1,Condo,,Phuket,,7.7864860405103,,0,1,2100000,"Rawai, Muang Phuket, Phuket",98.316271362112,,Rawai,61765.0,950.0
140.0,35416,2,Detached House,,Phuket,,7.7735483276877,240.0,0,2,8500000,"Rawai, Muang Phuket, Phuket",98.323087362667,,Rawai,250000.0,1042.0
95.0,21666,2,Detached House,,Phuket,,7.7752634928919,300.0,0,2,6500000,"Rawai, Muang Phuket, Phuket",98.325217280778,,Rawai,191176.0,637.0
690.0,21304,6,Detached House,,Phuket,,7.7741195363422,2300.0,0,6,49000000,"Rawai, Muang Phuket, Phuket",98.320353056476,,Rawai,1441176.0,627.0
450.0,47498,6,Detached House,,Phuket,,7.974836192311,799.9999999999999,0,5,37999000,"Choeng Thale, Thalang, Phuket",98.282670840325,,Choeng Thale,1117618.0,1397.0
262.0,47564,2,Detached House,,Phuket,,7.7671524935227,262.8,0,2,12500000,"Rawai, Muang Phuket, Phuket",98.315322407858,,Rawai,367647.0,1399.0
140.0,31034,2,Detached House,,Phuket,,7.7717107678796,290.0,0,2,9000000,"Rawai, Muang Phuket, Phuket",98.320271095601,,Rawai,264706.0,913.0
400.0,181250,8,Detached House,,Phuket,,7.8232826258003,799.9999999999999,0,8,145000000,"Karon, Muang Phuket, Phuket",98.300530642903,,Karon,4264706.0,5331.0
504.0,133130,4,Detached House,,Phuket,,7.7733971115568,196.8,0,3,26200000,"Rawai, Muang Phuket, Phuket",98.323151953576,,Rawai,770588.0,3916.0
300.0,21944,4,Detached House,,Phuket,,8.0055269672438,360.0,0,3,7900000,"Choeng Thale, Thalang, Phuket",98.300547877516,,Choeng Thale,232353.0,645.0
137.0,28846,2,Detached House,,Phuket,,8.0041906537222,208.0,0,2,6000000,"Choeng Thale, Thalang, Phuket",98.295734473938,,Choeng Thale,176471.0,848.0
160.0,50833,3,Detached House,,Phuket,,7.7871896477457,240.0,0,3,12200000,"Rawai, Muang Phuket, Phuket",98.312968467693,,Rawai,358824.0,1495.0
200.0,31800,3,Detached House,,Phuket,,7.7735754282412,250.0,0,3,7950000,"Rawai, Muang Phuket, Phuket",98.321914057825,,Rawai,233824.0,935.0
500.0,42162,4,Detached House,,Phuket,,8.0302938370659,925.0,0,3,39000000,"Choeng Thale, Thalang, Phuket",98.299663285337,,Choeng Thale,1147059.0,1240.0
100.0,61904,2,Detached House,,Phuket,,7.7742102822815,105.0,0,2,6500000,"Rawai, Muang Phuket, Phuket",98.320362613113,,Rawai,191176.0,1821.0
433.0,17953,3,Detached House,,Phuket,,7.7784886665019,1114.0,0,3,20000000,"Rawai, Muang Phuket, Phuket",98.304432149676,,Rawai,588235.0,528.0
580.0,61875,4,Detached House,,Phuket,,7.9714163651736,1599.9999999999998,0,4,99000000,"Choeng Thale, Thalang, Phuket",98.282287300707,,Choeng Thale,2911765.0,1820.0
48.00000000000001,66666,1,Condo,,Phuket,,7.7812729161248,,0,1,3200000,"Rawai, Muang Phuket, Phuket",98.309035460289,,Rawai,94118.0,1961.0
312.0,18910,3,Detached House,,Phuket,,7.8193284814321,312.0,0,3,5900000,"Rawai, Muang Phuket, Phuket",98.33530186027,,Rawai,173529.0,556.0
100.0,32500,3,Detached House,,Phuket,,7.779219484854,120.0,0,3,3900000,"Rawai, Muang Phuket, Phuket",98.305717411478,,Rawai,114706.0,956.0
1256.0,56678,7,Detached House,,Phuket,,7.7795230751467,2029.0,0,6,115000000,"Rawai, Muang Phuket, Phuket",98.303606588137,,Rawai,3382353.0,1667.0
310.0,29000,3,Detached House,,Phuket,,7.7799375472795,500.0,0,3,14500000,"Rawai, Muang Phuket, Phuket",98.324485384814,,Rawai,426471.0,853.0
189.0,14893,3,Detached House,,Phuket,,7.916186227717,376.0,0,2,5600000,"Kathu, Kathu, Phuket",98.335548332651,,Kathu,164706.0,438.0
189.0,15909,5,Detached House,,Phuket,,7.980674144153,748.0,0,4,11900000,"Sri Sunthon, Thalang, Phuket",98.336690534213,,Sri Sunthon,350000.0,468.0
244.00000000000003,42229,3,Detached House,,Phuket,,8.0885829147409,296.0,0,3,12500000,"Sa Khu, Thalang, Phuket",98.300620732453,,Sa Khu,367647.0,1242.0
1500.0,12083,5,Detached House,,Phuket,,7.82605119794,4800.0,0,5,58000000,"Chalong, Muang Phuket, Phuket",98.343750127422,,Chalong,1705882.0,355.0
720.0,49264,4,Detached House,,Phuket,,8.0853569732729,1360.0,0,4,67000000,"Sa Khu, Thalang, Phuket",98.312275539887,,Sa Khu,1970588.0,1449.0
485.0,23000,3,Detached House,,Phuket,,7.8188484673569,500.0,0,3,11500000,"Karon, Muang Phuket, Phuket",98.303471578017,,Karon,338235.0,676.0
525.0,23498,4,Detached House,,Phuket,,8.0046313853705,766.0,0,4,18000000,"Choeng Thale, Thalang, Phuket",98.302629021522,,Choeng Thale,529412.0,691.0
130.0,29182,2,Detached House,,Phuket,,7.7788730737473,257.0,0,2,7500000,"Rawai, Muang Phuket, Phuket",98.303468997722,,Rawai,220588.0,858.0
600.0,28333,4,Detached House,,Phuket,,7.8209010284282,600.0,0,4,17000000,"Karon, Muang Phuket, Phuket",98.30132236015,,Karon,500000.0,833.0
115.0,39130,2,Detached House,,Phuket,,7.7790207420185,115.0,0,2,4500000,"Rawai, Muang Phuket, Phuket",98.321859411746,,Rawai,132353.0,1151.0
450.0,34400,3,Detached House,,Phuket,,7.7791408117518,500.0,0,3,17200000,"Rawai, Muang Phuket, Phuket",98.32341633989,,Rawai,505882.0,1012.0
210.0,33333,2,Detached House,,Phuket,,7.7789178828328,360.0,0,2,12000000,"Rawai, Muang Phuket, Phuket",98.322819664021,,Rawai,352941.0,980.0
90.0,32071,3,Detached House,,Phuket,,7.9637356119777,140.0,0,2,4490000,"Ko Kaeo, Muang Phuket, Phuket",98.379582339963,,Ko Kaeo,132059.0,943.0
83.0,54216,2,Condo,,Phuket,,7.7795011747768,,0,2,4500000,"Rawai, Muang Phuket, Phuket",98.306119612972,,Rawai,132353.0,1595.0
450.0,47487,6,Detached House,,Phuket,,8.0461212417323,799.9999999999999,0,5,37990000,"Thep Krasattri, Thalang, Phuket",98.310438297902,,Thep Krasattri,1117353.0,1397.0
250.0,58734,4,Detached House,,Phuket,,8.0352678592624,664.0,0,3,39000000,"Choeng Thale, Thalang, Phuket",98.286311896718,,Choeng Thale,1147059.0,1727.0
100.0,19975,2,Detached House,,Phuket,,7.8379068088536,242.8,0,2,4850000,"Chalong, Muang Phuket, Phuket",98.332115687873,,Chalong,142647.0,588.0
140.0,20416,2,Detached House,,Phuket,,7.8474336155521,240.0,0,2,4900000,"Chalong, Muang Phuket, Phuket",98.339771468149,,Chalong,144118.0,600.0
350.0,24500,3,Detached House,,Phuket,,7.7804328910275,1000.0,0,3,24500000,"Rawai, Muang Phuket, Phuket",98.308019977837,,Rawai,720588.0,721.0
